Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
South,Loam,Cotton,917.659572136977,15.516519402652035,True,False,Rainy,114,6.848008016847432
East,Sandy,Wheat,983.4760320947299,28.71469155885488,False,False,Cloudy,104,5.076176030917903
South,Silt,Rice,732.4539374075958,19.212040423543513,False,False,Cloudy,129,3.707521941500092
North,Peaty,Wheat,680.317357822308,20.022627481394586,False,False,Sunny,77,3.3983789667010638
South,Loam,Barley,840.3077578184568,24.090864486731068,True,False,Rainy,65,5.947540176505013
East,Chalky,Cotton,585.5527663570817,22.72392476590033,True,True,Sunny,82,5.558257934057463
South,Peaty,Barley,792.5439879017348,38.720971826555825,False,False,Rainy,111,5.546768467486474
North,Peaty,Cotton,222.08197326920805,15.50685032981013,False,False,Rainy,114,1.416618397762247
North,Loam,Soybean,995.8247598192532,15.536923777912534,True,False,Cloudy,145,6.823043912959996
East,Sandy,Maize,317.6795799933194,23.84077794841582,True,True,Rainy,85,4.3682588073732225
East,Clay,Maize,782.9057165033225,34.96551114151151,True,True,Cloudy,123,7.82578673418825
East,Peaty,Barley,559.8886816126274,36.917827722159984,False,True,Cloudy,78,5.268760622941684
West,Sandy,Rice,299.1061796258763,15.508196390640983,False,False,Rainy,121,1.8395541152208983
West,Chalky,Cotton,623.0582980666553,24.020230673729344,False,False,Sunny,132,3.318710820309842
North,Loam,Rice,777.1831960598316,29.20758042525242,True,False,Cloudy,129,6.487988987295555
West,Chalky,Cotton,108.07935718239723,23.19531614430293,True,False,Rainy,76,2.9374805091510776
West,Loam,Wheat,634.5435346006425,15.844460383784366,True,False,Rainy,139,4.582034018881843
South,Clay,Wheat,587.8505003096926,38.94552665306895,True,True,Cloudy,99,5.67333927563223
West,Chalky,Barley,532.3391394307919,31.401922983147934,True,False,Rainy,98,4.03062357970209
South,Silt,Cotton,667.3514709703253,35.652819297364545,True,False,Cloudy,91,5.436853062324652
East,Silt,Barley,535.5243701544246,39.79648877522712,False,True,Sunny,144,5.6721923401034005
South,Loam,Cotton,496.97689366367723,39.0673403782161,True,False,Rainy,140,5.357021434389324
South,Silt,Maize,219.0784564676496,21.950402124371212,True,True,Cloudy,87,4.254106600389989
East,Chalky,Rice,559.3337639101585,34.778395727667494,True,True,Rainy,132,6.306225938608241
East,Silt,Cotton,192.46904548011673,17.173205877990153,True,True,Cloudy,129,4.726644583651278
North,Peaty,Soybean,268.28853417262144,31.845867917790937,True,True,Rainy,60,4.3270502329388645
North,Clay,Cotton,701.5759306952599,30.614625939224258,True,False,Cloudy,90,6.024070934902122
North,Chalky,Wheat,839.2181158261333,17.32108731971923,False,False,Cloudy,149,4.469993065788181
North,Sandy,Soybean,278.69624079085696,21.922001311621905,False,False,Rainy,113,2.2562236893336802
South,Peaty,Cotton,386.105904243991,23.2115713130477,False,False,Rainy,61,2.4058533534761004
South,Sandy,Soybean,993.8401277297237,23.753063353135335,False,False,Rainy,112,5.4022107381249835
North,Clay,Cotton,720.2917791674654,20.417600182387137,True,True,Sunny,92,6.646451756390488
West,Chalky,Wheat,351.73864307854103,29.821585898767907,False,False,Rainy,80,3.4213273542135596
North,Silt,Soybean,826.3688147035753,39.38989395646624,True,True,Sunny,149,7.720565563747541
West,Loam,Rice,893.0129299027424,16.947095012011392,False,True,Sunny,87,6.30086624233326
East,Peaty,Maize,870.197267334701,33.06848445268308,True,False,Cloudy,75,5.93991885970393
South,Chalky,Soybean,990.6111260055591,38.9458405190458,False,True,Sunny,71,7.076575863376328
South,Peaty,Rice,861.375103308773,34.092006800945754,False,True,Sunny,138,5.722549963917308
West,Sandy,Soybean,368.0436595409027,31.69055734196666,False,False,Rainy,84,2.6240119489078597
North,Chalky,Maize,212.53549783054152,35.29003678831654,False,True,Sunny,114,3.1500201249852604
South,Sandy,Maize,352.2092850364584,22.42369900615598,False,False,Cloudy,86,2.2503411916356453
West,Chalky,Cotton,417.7959712866493,38.50516137091753,True,True,Sunny,86,5.27827387291089
East,Peaty,Barley,522.7986261399188,37.360420977308266,False,False,Rainy,65,4.549538530526032
East,Silt,Barley,446.0063393562932,33.299497852110534,True,False,Cloudy,76,4.1043602209853685
South,Clay,Cotton,833.0023204514655,15.272982722949713,False,False,Rainy,149,5.303813426363403
North,Clay,Maize,401.2638566683007,33.28596715478696,False,False,Rainy,67,2.2533318522469865
West,Chalky,Wheat,384.6428630183431,17.518434515827597,True,False,Cloudy,90,4.017556715068788
South,Silt,Rice,549.7832645246385,30.397961789333323,False,True,Cloudy,133,4.296176823011547
East,Chalky,Wheat,884.5061137932432,16.106233934869856,False,False,Cloudy,76,5.034660329674895
North,Silt,Barley,656.6738187344436,29.722301937336848,False,False,Rainy,133,3.7567382702849943
West,Sandy,Maize,752.1433350433824,30.183210958050427,True,False,Sunny,81,6.141996631723499
South,Chalky,Rice,567.4475475892247,35.32637394999227,True,False,Sunny,66,5.31378160771713
West,Peaty,Maize,610.393060430184,33.91134671020117,False,True,Rainy,141,5.147177194649621
North,Chalky,Soybean,267.11391007064867,23.439069665745713,True,True,Sunny,80,5.32726685953862
North,Chalky,Barley,928.4532924379251,32.115856990934645,False,True,Sunny,145,6.807740723927467
East,Chalky,Soybean,646.9831623165388,33.061654782244155,True,True,Cloudy,116,6.040087868114071
North,Clay,Rice,823.1399235189973,24.644190441441705,False,True,Rainy,131,5.426749958714661
South,Peaty,Barley,855.6629596750626,36.32528887866691,True,False,Sunny,118,6.980929035832919
West,Clay,Barley,167.17908952923926,26.644649685397454,True,True,Cloudy,137,3.975831764224609
North,Peaty,Rice,552.0523385711833,18.057990460315175,True,True,Cloudy,95,5.68440111109698
North,Clay,Barley,703.9697137386562,15.508770789265897,False,True,Cloudy,136,4.770893212664831
South,Loam,Soybean,730.7643523726368,33.561285770699016,True,True,Rainy,146,7.637448195794503
West,Loam,Barley,396.3061615833663,22.371380947972455,False,False,Sunny,145,3.2423546284237323
West,Clay,Barley,204.63866144804638,15.349185123474962,True,False,Rainy,130,2.9867880188529776
East,Loam,Soybean,352.9674092716716,32.58733522913434,False,False,Sunny,109,2.6434119300635013
East,Peaty,Maize,916.6850119783437,34.28733088438051,False,True,Cloudy,75,6.303137835315253
West,Peaty,Maize,189.54997893043725,15.84403325486361,False,False,Sunny,147,1.6165474436777545
South,Peaty,Maize,463.4167267771726,18.0751715156073,False,False,Sunny,107,3.0311156404465547
South,Loam,Wheat,264.5267909343464,32.5691373046718,False,True,Cloudy,124,2.735237413358433
East,Clay,Rice,828.1706409048746,22.51340257123552,True,False,Sunny,108,6.567696770692604
North,Peaty,Rice,994.1530195060838,24.487225107106365,True,False,Sunny,79,7.796867379398779
South,Loam,Maize,387.59395693421027,36.80388439317825,True,True,Sunny,84,5.201757648145058
North,Loam,Rice,472.64292855354404,19.033955573655774,False,False,Cloudy,69,3.133328254638367
South,Chalky,Soybean,670.7169459839645,15.139071299542017,False,False,Cloudy,148,3.9943653715950345
West,Chalky,Wheat,618.3917038193977,28.088495414336574,False,True,Rainy,98,4.882159052245174
East,Silt,Soybean,196.89308125667378,38.152632137859904,True,True,Cloudy,128,5.295315065299434
North,Sandy,Maize,920.6335213977845,35.23138250764947,True,True,Sunny,109,7.276132709126218
North,Peaty,Cotton,968.6546180480026,27.15372438851,True,True,Rainy,67,7.932415738641955
West,Clay,Maize,643.3594300471387,17.758973169249973,True,False,Cloudy,60,4.64232940888955
South,Peaty,Wheat,725.9074073612966,27.106334942162647,False,True,Rainy,75,5.038168161006127
North,Silt,Maize,538.4714849128532,20.23515561137663,True,False,Sunny,122,3.966865745431667
South,Peaty,Soybean,163.70294754384665,21.398840858460115,True,False,Rainy,126,2.858626940095434
West,Peaty,Barley,312.60181753696577,35.71470866480742,True,True,Cloudy,81,4.245274121789696
East,Peaty,Barley,414.42591379727133,18.45304767306384,True,False,Rainy,127,3.5383189270801196
North,Peaty,Wheat,927.7643943194578,35.82595294077539,False,False,Cloudy,139,5.478717374661966
South,Silt,Soybean,143.33057344775708,18.149118740120418,True,True,Rainy,78,4.818024274066598
North,Clay,Barley,445.8077717188109,24.29793833199905,False,False,Rainy,61,3.51681530638794
South,Clay,Rice,817.085366467688,28.299886077307807,True,False,Sunny,124,7.0579491523897255
South,Clay,Rice,425.50887865017137,34.42295453421907,True,False,Sunny,121,4.7910567725298066
South,Loam,Barley,788.1588112294638,32.415341273762465,True,False,Cloudy,96,6.74316908084973
West,Clay,Wheat,722.2636030471344,19.272906714493995,False,False,Rainy,90,3.9315240671344283
East,Chalky,Maize,901.2266359258829,15.423533467533844,True,True,Cloudy,138,7.533664559234186
North,Silt,Rice,498.012792157634,37.11940745064784,False,True,Sunny,63,4.658590453521536
East,Loam,Soybean,812.3648636357675,38.91717349145445,False,True,Cloudy,129,6.328249784521107
South,Silt,Wheat,942.6360156312371,36.226432499743275,False,True,Sunny,120,6.54164537739252
South,Clay,Maize,724.0546737666774,18.999830115976618,False,True,Rainy,84,5.223338609691288
East,Sandy,Cotton,227.32095820041627,33.705720655397364,False,False,Sunny,89,0.3981974724530639
East,Silt,Maize,100.10532502053817,39.344633667088814,True,False,Cloudy,81,1.746274079074711
North,Chalky,Maize,693.6864593943113,33.238593153451205,False,True,Sunny,102,4.717760013934167
South,Peaty,Soybean,847.9196603983772,39.886096690370636,True,True,Rainy,134,8.386296212556129
East,Loam,Wheat,503.3376661373156,16.18608217868809,True,True,Rainy,86,6.524127477895133
West,Peaty,Soybean,846.0654881757448,15.773655625880565,False,True,Rainy,87,6.245726479789878
South,Sandy,Barley,607.7248241570733,34.21532863565565,True,False,Cloudy,132,5.333449275367191
South,Clay,Rice,651.6644636931633,30.883497216506253,True,False,Sunny,96,5.528972725212562
North,Sandy,Cotton,781.4334251497804,25.53513415407769,True,False,Rainy,66,5.877820114594072
West,Loam,Rice,325.86995576084496,23.426362438493573,True,True,Sunny,79,5.001376199438355
North,Peaty,Maize,850.9263401949186,31.693921882266693,True,True,Rainy,107,7.660623221427566
West,Loam,Maize,964.7073421950473,26.839985953089382,False,True,Cloudy,61,5.8025684070243955
North,Peaty,Wheat,227.39666223593224,32.909819177523616,False,True,Sunny,81,3.252694759811454
West,Peaty,Maize,133.2514888931105,36.43258808937729,False,True,Cloudy,120,2.367384986602889
West,Silt,Maize,488.2092873520984,28.752069519877082,True,True,Cloudy,66,5.756476648983885
West,Peaty,Wheat,356.2808719990117,25.494530406672375,True,True,Rainy,125,4.771794046098938
East,Peaty,Cotton,101.01942058011072,33.804131114813245,False,False,Rainy,117,-0.007103269059845152
South,Loam,Rice,757.1739294946278,35.776645997068044,True,True,Sunny,107,6.964758920592634
West,Sandy,Cotton,696.5353349611818,32.82852387186938,True,False,Sunny,88,5.470746956697236
East,Clay,Barley,199.7848962359184,23.657756549342285,False,False,Sunny,141,1.8115695907049219
East,Silt,Rice,471.9912635152196,15.633880382253718,False,True,Sunny,93,4.583574804398471
North,Sandy,Barley,120.0676990195505,35.14565762322205,True,False,Sunny,97,2.395456127489161
South,Loam,Soybean,283.22239614627244,35.5695366203064,True,True,Rainy,123,3.9463857662011925
South,Chalky,Soybean,202.15944987662525,17.99240792020639,False,False,Rainy,143,1.4042555880485381
North,Chalky,Wheat,606.3232294123021,21.53300067956923,False,False,Cloudy,77,3.294209452265002
South,Loam,Maize,307.70677272214266,34.31677393110064,True,False,Sunny,130,3.546996097081628
North,Peaty,Rice,938.8639975256671,21.410420820147152,True,False,Cloudy,79,6.137758707285411
East,Silt,Maize,701.6374755812499,22.91265508505014,False,False,Cloudy,104,3.5958420687732846
East,Peaty,Rice,745.3944476427167,32.87995604518787,True,True,Sunny,111,7.229097927675973
West,Peaty,Wheat,135.7628780186071,21.54430510583754,False,True,Rainy,87,1.6465620912844123
North,Chalky,Barley,322.1906568145199,28.993212774801652,False,False,Cloudy,95,1.8484517317802562
East,Clay,Cotton,569.296134896457,34.9732473572423,True,True,Sunny,73,6.695671683392172
East,Loam,Wheat,541.1505217206258,39.9269131161402,True,False,Cloudy,68,4.509037684117379
North,Sandy,Wheat,514.7855407445602,35.62100342353601,True,False,Rainy,71,5.259987843435925
East,Sandy,Cotton,809.9944224302735,22.369809463188087,True,True,Cloudy,99,6.9359000820312104
South,Sandy,Barley,365.5517483029339,26.382181295315355,False,False,Cloudy,111,2.1062577241456673
East,Chalky,Cotton,157.0901554305806,32.81176019920149,True,True,Sunny,78,3.8120994250196754
North,Chalky,Rice,760.2426017456637,35.26162633971169,True,False,Rainy,68,5.767918096300583
South,Silt,Wheat,705.8152311319924,24.151894653094573,True,False,Cloudy,62,5.4644267762751
South,Clay,Rice,632.0865101288679,29.135728732535625,True,False,Sunny,134,5.099990450055672
East,Silt,Barley,644.2868694029681,23.687560770795194,True,True,Sunny,80,5.8187587617211385
West,Clay,Rice,861.017784831955,16.18748151773684,False,False,Sunny,113,4.912212142395529
South,Silt,Wheat,740.9936187044461,38.5507260369214,True,True,Sunny,110,7.244128354870221
North,Loam,Barley,468.4267040661261,17.019775488358153,False,True,Rainy,89,4.4909831544150105
West,Silt,Wheat,464.5982783927846,37.647404092184644,False,False,Cloudy,92,3.776438215708305
West,Sandy,Cotton,690.5943252948974,23.745718054543136,False,True,Cloudy,86,4.8355376466631315
South,Silt,Wheat,572.3531296435319,22.836484534502183,False,True,Sunny,140,4.592402075779631
East,Clay,Wheat,220.48100921530255,39.427825988341716,False,True,Sunny,98,3.1356607460490404
West,Peaty,Wheat,822.2162135895868,27.89324846028898,False,False,Sunny,99,4.007899142377545
East,Chalky,Rice,450.394810488279,23.873364808014298,True,False,Cloudy,83,3.923571369315687
South,Chalky,Barley,329.2906265367933,28.09830843755509,False,False,Rainy,99,1.871937990501269
North,Clay,Rice,348.65773481137956,15.47502623282025,True,True,Cloudy,149,5.0046712985814406
West,Clay,Wheat,622.9178355260176,20.93042072201225,True,True,Rainy,98,6.799004713751401
North,Chalky,Wheat,604.931806097607,17.477996441104107,True,True,Sunny,112,6.61719182942306
East,Silt,Barley,360.9638123713235,24.841671502176,True,False,Sunny,99,4.681977544648954
East,Peaty,Barley,455.45138001214093,32.00634451539338,True,False,Sunny,121,4.883516396804998
North,Chalky,Rice,248.2225877231054,26.359232182563407,False,False,Rainy,72,1.6540254109020183
South,Silt,Cotton,481.1685959368398,17.144827741491312,False,False,Sunny,117,2.981164965532874
South,Chalky,Soybean,964.6087151639166,25.992480801864424,False,True,Rainy,105,6.410150536153806
West,Silt,Wheat,192.0376633673271,16.760399813650363,True,False,Cloudy,119,2.911309751174866
West,Peaty,Soybean,858.2304820908428,15.29960757750066,False,False,Rainy,70,4.9060022270864945
South,Clay,Barley,209.02148414324589,37.93100177865095,True,True,Cloudy,119,3.140345162207328
South,Clay,Barley,661.2294151503852,24.873790090306095,True,True,Cloudy,96,6.24827272199357
North,Loam,Maize,500.7696585743132,23.10546788889542,False,False,Sunny,82,2.5786019860397658
East,Peaty,Rice,219.59294839538592,38.5022684193706,False,False,Rainy,77,1.3770310064845426
East,Peaty,Wheat,676.4070143138632,15.345937322531539,False,True,Cloudy,68,5.660090484203872
West,Sandy,Maize,486.1691150465269,23.353390469102955,False,True,Cloudy,137,3.9347588948174894
South,Chalky,Wheat,406.75624964242076,22.67780150542403,True,False,Rainy,72,3.465751845740017
North,Sandy,Wheat,697.6550613671006,27.11215453336376,False,False,Rainy,145,3.396121449889499
West,Sandy,Barley,543.5263528099701,24.378226541786013,True,True,Rainy,83,6.225019315097622
North,Peaty,Rice,403.72272600368024,33.166415194909206,True,False,Sunny,122,4.12799589833281
South,Silt,Barley,959.7290550650116,16.288437574891518,True,True,Cloudy,101,6.9240709388984625
South,Loam,Wheat,437.36503520697966,19.690395206630125,True,True,Cloudy,120,5.231854844450982
South,Sandy,Rice,641.9221375577014,22.028637521428497,False,True,Rainy,78,4.487633393876938
East,Chalky,Wheat,693.3510056269117,25.833730077818622,True,False,Cloudy,85,5.4430588905164745
South,Silt,Barley,301.70957989020764,32.04349920134514,True,True,Rainy,126,4.977888570103163
West,Silt,Maize,989.8133974313059,36.88311288557807,True,False,Sunny,130,6.4976319290323525
East,Loam,Rice,210.79090974486263,18.474929108531985,False,False,Rainy,81,0.9644968388456491
North,Loam,Rice,194.66003916168592,27.173442801896634,False,False,Sunny,134,1.4612951946011503
West,Peaty,Wheat,819.2800637599707,20.150138564741752,False,False,Sunny,145,4.382379600768321
West,Peaty,Barley,530.5115951414798,15.573162709579297,True,True,Sunny,101,5.858981589333837
North,Chalky,Barley,114.77335405093562,15.252280488722647,True,False,Cloudy,115,2.618418661525106
East,Chalky,Cotton,248.19639060107673,31.59078387445918,True,True,Rainy,91,4.450241001217444
West,Peaty,Cotton,227.1159315228527,20.117092212451887,True,False,Cloudy,129,1.9656512588442268
West,Clay,Soybean,522.932640157225,24.973067623091577,True,False,Sunny,92,5.002817062715666
West,Silt,Cotton,565.2792496650545,39.7455666268826,False,True,Rainy,104,4.476574903877749
East,Chalky,Barley,162.9571034436973,35.08525708646648,False,True,Rainy,102,2.3665215525990906
East,Silt,Rice,893.0295652283643,28.291381557706927,False,True,Cloudy,102,5.771682510793666
East,Clay,Soybean,571.2564553561169,32.804108346884135,True,True,Rainy,64,5.874917251601522
West,Peaty,Wheat,336.2728813872405,17.659696251435026,True,True,Sunny,64,5.653515120444487
South,Loam,Cotton,769.363225851051,35.065343622053675,True,False,Sunny,65,6.292183617956118
North,Loam,Maize,574.4810212945326,37.47117985235803,False,False,Rainy,103,4.47466438134745
South,Loam,Cotton,914.3037957326036,16.134786267852732,False,True,Sunny,101,5.428737734605947
East,Clay,Soybean,378.3811134595583,15.635428466404445,True,True,Sunny,145,4.126946108435773
West,Peaty,Soybean,318.08076813748715,27.847557216497627,False,False,Cloudy,78,2.2168468050312415
West,Loam,Wheat,656.3449742294929,15.845269857317998,True,True,Cloudy,137,5.9138000035375615
South,Loam,Barley,129.58843820527645,18.36415744809741,True,False,Sunny,138,3.0659050770762457
South,Sandy,Cotton,377.27259066550704,29.78756351525389,True,False,Rainy,124,3.7105306119115107
North,Clay,Soybean,773.1694012211243,39.9114005635791,False,False,Rainy,109,4.301193366151003
West,Loam,Rice,483.19759874756915,37.42850047114861,False,True,Cloudy,62,4.551710608185688
South,Silt,Barley,414.5464215297694,26.23991325388621,False,True,Cloudy,85,4.088273061259885
North,Loam,Wheat,508.4674517033575,19.290362349095172,True,False,Sunny,135,4.539631066070808
East,Chalky,Soybean,849.102827598569,30.990482150821272,False,False,Rainy,65,5.179824307127163
South,Peaty,Wheat,880.7353854621522,26.497460860614147,False,True,Cloudy,127,5.409927623531388
East,Peaty,Soybean,499.69816504242124,27.406813888728344,False,True,Sunny,94,4.593649005685005
North,Clay,Soybean,487.63321804815354,22.772145249672956,True,True,Rainy,111,4.887175251201778
East,Chalky,Rice,731.5972377562041,39.970175008726116,False,True,Cloudy,92,5.340329210707283
West,Peaty,Wheat,630.0422979867304,30.154549702036263,False,False,Cloudy,68,4.0110758459042355
West,Loam,Barley,848.4621083688801,32.35787281174231,True,True,Rainy,127,8.130641184890685
East,Sandy,Cotton,684.1878451354361,19.48805744844772,False,True,Rainy,108,5.204241774198227
West,Peaty,Maize,423.75838674950495,17.057787751736882,True,False,Sunny,111,3.6796531311512126
North,Silt,Rice,155.2423928051443,33.02373089642366,False,False,Cloudy,80,1.1534665013181522
West,Sandy,Wheat,488.27053032941507,24.179392921371452,False,True,Cloudy,119,3.8067296773334025
East,Loam,Rice,565.8492449563769,30.273694107839486,False,False,Sunny,85,3.312356657722039
East,Loam,Maize,244.0030648497731,24.360542507640513,True,True,Cloudy,78,4.915508874764452
East,Loam,Cotton,645.2592270438128,28.746215955002327,True,False,Sunny,84,4.977581124924519
South,Silt,Wheat,530.4431170816691,18.56302216367074,True,True,Sunny,72,5.673419448002567
East,Peaty,Maize,121.97626420268381,30.988571112821063,False,True,Sunny,71,2.4467990351282167
North,Loam,Maize,621.7257622068921,36.20241300007648,True,True,Cloudy,132,7.0678070041589764
West,Loam,Maize,966.013861462972,30.05385797634982,True,False,Cloudy,111,7.5806816932727115
West,Sandy,Barley,476.3966596629528,21.14170632830353,True,True,Sunny,86,5.606568731920369
South,Sandy,Cotton,504.80826115057516,36.40571405279307,False,True,Sunny,128,5.857821955134115
South,Loam,Maize,851.9240416108483,35.14965244313626,True,False,Sunny,71,7.160285035240346
North,Chalky,Maize,214.7950395691585,26.84407004223826,True,True,Rainy,148,4.233849499340859
East,Loam,Cotton,242.56000957642954,17.002639660728903,True,True,Cloudy,73,3.6899145233589503
South,Sandy,Wheat,932.1538673432088,18.48591128526709,True,False,Cloudy,114,5.790843951950666
West,Loam,Maize,526.8832082224433,18.153203293321333,True,False,Rainy,75,5.441491498462684
South,Sandy,Soybean,272.7281677348468,19.392812851928593,False,True,Sunny,100,3.581324998015026
South,Silt,Barley,564.2585097507874,15.28192239525021,False,True,Rainy,80,4.40842849428965
East,Loam,Wheat,438.24135073956285,17.086464684032517,True,False,Rainy,127,4.257970242102333
South,Sandy,Soybean,825.1738481171348,29.936899290787245,True,False,Rainy,66,5.824273279674731
North,Sandy,Wheat,227.12204770307937,15.501892981909297,False,True,Cloudy,147,3.1225142858556114
West,Clay,Rice,872.6793346134646,36.60491642059627,True,False,Cloudy,98,6.959399188013591
East,Clay,Cotton,604.1156173727275,23.671233509377817,True,True,Rainy,97,5.887912532547675
West,Sandy,Barley,403.8751414841925,30.09646200067422,False,False,Cloudy,98,2.47197357167081
North,Peaty,Wheat,506.4708005720163,25.24436611445799,True,True,Sunny,136,6.325668881253662
North,Silt,Maize,568.8583930296331,36.18682484509979,False,False,Rainy,97,3.139982483316553
South,Silt,Rice,996.0745711388801,34.574117462059974,False,False,Sunny,132,6.049234569860685
South,Sandy,Maize,404.15537439529396,27.13554958890677,False,True,Cloudy,120,3.459212176641183
South,Peaty,Cotton,602.5272161063328,18.923498068941452,False,False,Cloudy,109,3.4343464160085677
West,Chalky,Cotton,314.3688290821291,23.331356103531395,True,False,Sunny,102,4.083645469965054
North,Clay,Rice,345.4469327449124,25.709718751033954,True,False,Sunny,146,3.7917774865389697
East,Clay,Cotton,907.7535670097635,26.19013468040354,False,False,Rainy,63,4.798483138387362
South,Loam,Maize,829.045901838584,16.237617163940342,False,False,Cloudy,91,4.78181315090692
West,Silt,Wheat,683.6492237748495,16.75913045522186,False,False,Cloudy,72,4.075293908529954
South,Sandy,Cotton,191.6941583109907,38.00669179411854,False,False,Cloudy,87,0.977287100074397
North,Clay,Rice,752.0422898320867,39.54862564082928,False,True,Sunny,105,5.772749228372918
East,Silt,Cotton,316.31688541030655,15.564189761743252,True,True,Cloudy,68,4.277630061767756
North,Peaty,Barley,239.70036434368316,29.864461813962155,False,True,Rainy,143,3.389299380485965
West,Clay,Wheat,848.3189546361332,38.15850756544711,False,False,Sunny,74,4.2808841488090215
South,Silt,Soybean,703.6532828053307,24.470914597981253,False,True,Cloudy,62,5.226314978289388
North,Peaty,Wheat,157.3318883201923,19.514072788256456,True,True,Rainy,105,3.896911435488516
West,Loam,Barley,263.7595514178322,25.601806254779323,True,True,Cloudy,67,4.799731535375363
South,Chalky,Maize,288.05017208809045,19.275330121769716,False,False,Sunny,145,2.884620016253419
East,Silt,Cotton,451.2340053877363,26.103859639448622,True,False,Rainy,122,4.293408442211305
North,Clay,Maize,781.6153830373364,17.455928541985422,False,True,Rainy,67,6.114698663256304
South,Chalky,Rice,557.7250518715346,34.16797009195889,False,True,Cloudy,94,4.002784252294621
South,Loam,Wheat,319.74513502682714,25.19320486148976,True,True,Rainy,96,5.369530606346675
South,Sandy,Wheat,109.79902827303486,35.831642658076234,True,True,Rainy,103,3.361720371853178
South,Chalky,Wheat,445.2739392295632,23.659232621338756,True,False,Sunny,145,5.139312007494252
North,Sandy,Rice,682.3074859421457,18.08126046359503,True,False,Sunny,140,5.024610278302543
South,Loam,Cotton,519.8015725143555,19.951880523106432,True,True,Rainy,60,6.177546436909677
West,Silt,Maize,669.9683371584518,32.15528342110519,True,True,Rainy,102,6.393677075724755
North,Peaty,Cotton,525.6211870109896,32.17021802172773,False,False,Rainy,129,3.9742102303593083
South,Clay,Rice,592.7204879470535,34.86202098676496,False,False,Cloudy,116,3.7775876578765124
North,Chalky,Maize,307.2597245893879,33.84333346002202,True,False,Sunny,116,3.346326719321123
West,Loam,Maize,585.6388517225072,39.286851454652634,False,False,Cloudy,68,3.495612738337784
West,Peaty,Maize,908.4184258770874,16.93047974872362,False,False,Rainy,96,5.551744171416203
North,Loam,Wheat,666.6325085808681,26.65446947332776,True,False,Cloudy,60,5.361100718599213
South,Peaty,Rice,385.32732903353605,22.05602879481521,False,False,Cloudy,135,2.410691666942539
South,Chalky,Wheat,608.2487996868115,30.486636614586196,False,False,Cloudy,74,4.140922465278071
West,Silt,Barley,864.5811685036092,17.508030988907382,True,False,Sunny,81,6.40129623899802
South,Sandy,Barley,500.13401693217594,30.760236506704892,True,True,Cloudy,112,5.69232572599698
West,Silt,Wheat,654.3506765177617,23.97183436011059,False,False,Rainy,125,4.175733085455428
South,Peaty,Cotton,709.1712333560466,38.88575550131548,False,True,Rainy,116,5.300478460093346
West,Chalky,Wheat,900.687930129541,27.261489149275967,False,True,Sunny,137,6.798436425302488
East,Silt,Maize,985.1579239313385,22.381281735532458,True,True,Rainy,64,9.136934793530333
South,Sandy,Cotton,175.62075081413218,39.17848960773664,False,True,Rainy,83,3.6257540254792913
South,Clay,Maize,157.5586007481395,23.926427874580323,False,False,Cloudy,128,1.393689154590815
South,Loam,Wheat,274.7397328734522,32.72510515766058,False,False,Rainy,120,2.1355249774344762
North,Peaty,Barley,442.3958111415253,20.288159729194888,False,False,Cloudy,126,2.551361338619528
South,Sandy,Maize,809.2927565007997,26.735735118942777,False,True,Cloudy,64,5.939574647630986
North,Peaty,Barley,240.74101522936263,21.930114260163236,True,True,Cloudy,135,4.712801368877378
North,Chalky,Maize,209.30884273061656,33.59637332666625,True,True,Rainy,121,3.6692884238964063
West,Chalky,Soybean,445.83732340634054,26.04487375428993,False,True,Cloudy,125,3.2618520782908433
North,Peaty,Maize,938.6679380401265,31.53507148810452,False,True,Rainy,119,5.933276122710486
North,Silt,Cotton,990.6953267912793,29.647340884313586,True,False,Sunny,128,7.6078212898130415
East,Loam,Barley,718.0375226408073,17.31017887017832,False,False,Cloudy,72,4.585017479607304
South,Chalky,Rice,344.3789390532963,22.31275469068184,True,True,Rainy,100,4.352986887806458
North,Chalky,Rice,518.9257360750537,29.67951271296335,False,False,Cloudy,73,2.1301047993530906
South,Chalky,Maize,216.1277582096876,15.837412327062683,False,True,Sunny,136,2.714910412688946
North,Sandy,Barley,642.020947791724,27.00070828306308,True,True,Sunny,63,6.275483005655257
West,Clay,Rice,324.2780107638115,22.41893198221379,False,True,Cloudy,85,3.7996882498577818
East,Sandy,Maize,796.6866983793632,18.02703787517903,True,True,Rainy,75,6.470341411285823
North,Chalky,Soybean,179.13562350760338,16.034110123808226,False,False,Cloudy,103,0.9795276450970141
South,Silt,Cotton,601.2182063777027,35.7090329818408,True,False,Cloudy,103,4.801042979619399
West,Peaty,Wheat,842.091408498745,18.394854333016696,True,True,Cloudy,122,6.7459460205206065
South,Clay,Rice,707.7666119769164,21.096772204677322,True,False,Cloudy,149,5.731677783380685
West,Silt,Rice,878.8217947951011,28.51719879057483,False,True,Sunny,87,5.600868219139907
East,Silt,Cotton,665.5288694572895,33.25851886069714,True,True,Sunny,140,6.659393924146615
West,Chalky,Rice,100.19756327749994,30.56460538598583,False,True,Sunny,68,2.05980012177291
South,Loam,Maize,245.0021466652848,35.428045388012876,True,False,Sunny,75,3.3632922917133254
